Time (s),CPU Utilization (%),power_consumption
0,0.0,0.0
15,0.0,0.0
30,0.0,0.0
45,0.0,0.0
60,0.0,0.0
75,0.0,0.0
90,0.006107761554797,0.00702392578801655
105,0.0118778471902527,0.013659524268790604
120,0.0119110474355442,0.01369770455087583
135,0.0079932322332307,0.009192217068215304
150,0.0157423575693514,0.01810371120475411
165,0.0119172063254732,0.013704787274294179
180,0.0118593102287127,0.013638206763019604
195,0.0119805447341859,0.013777626444313785
210,0.013673665078364,0.0157247148401186
225,0.0140480452510791,0.016155252038740964
240,0.0082214915732523,0.009454715309240146
255,0.0080378382104077,0.009243513941968855
270,0.0138699357305486,0.01595042609013089
285,0.0038734827321874,0.00445450514201551
300,0.0197723796148663,0.022738236557096243
315,0.0060545551463543,0.006962738418307445
330,0.0137871342318569,0.015855204366635435
345,0.013788004228036,0.0158562048622414
360,0.0138572718764077,0.015935862657868855
375,0.0078648976107381,0.009044632252348814
390,0.0176244240131428,0.02026808761511422
405,0.0137372848983571,0.015797877633110666
420,0.0098659599774446,0.01134585397406129
435,0.0116094906913215,0.013350914295019726
450,0.0100765841336014,0.01158807175364161
465,0.0059708601439297,0.006866489165519156
480,0.0060075629399815,0.006908697380978724
495,0.0,0.0
