Time (s),CPU Utilization (%),power_consumption
0,0.0,0.0
15,0.0,0.0
30,0.0,0.0
45,0.0,0.0
60,0.0,0.0
75,0.0,0.0
90,11.619693027563,13.36264698169745
105,11.471754813865552,13.192518035945385
120,10.539694198166313,12.120648327891258
135,9.83474820392406,11.309960434512668
150,12.845894754917724,14.772778968155384
165,12.823069297919035,14.74652969260689
180,13.521801180639756,15.55007135773572
195,13.913466388916628,16.000486347254125
210,12.310227975353278,14.15676217165627
225,12.362695159399212,14.217099433309093
240,12.226954334392143,14.060997484550963
255,12.443804752550086,14.3103754654326
270,11.99694216919263,13.796483494571525
285,12.339426098765562,14.190340013580398
300,12.279727145353492,14.121686217156515
315,12.609135694387318,14.500506048545416
330,12.702785572766665,14.608203408681664
345,11.94823246620485,13.740467336135577
360,10.767564280762008,12.382698922876308
375,11.626774897812274,13.370791132484115
390,12.856400933519128,14.784861073546995
405,10.468473830785486,12.038744905403309
420,8.612581086223685,9.904468249157238
435,3.963260448195028,4.557749515424282
450,1.682724483403078,1.9351331559135396
465,0.9693009211642676,1.1146960593389077
480,0.8539688203226891,0.9820641433710924
495,1.089592208897822,1.2530310402324953
