Time (s),CPU Utilization (%),power_consumption
0,0.0,0.0
15,0.0,0.0
30,0.0,0.0
45,0.0,0.0
60,0.0,0.0
75,0.0,0.0
90,0.0382003502527171,0.04393040279062466
105,0.0501707113814452,0.05769631808866198
120,0.0419551646736589,0.04824843937470774
135,0.0377443622310127,0.043406016565664604
150,0.0416474546958722,0.047894572900253035
165,0.0350698955991127,0.04033037993897961
180,0.0533196555314523,0.06131760386117014
195,0.0766630577658382,0.08816251643071395
210,0.0467881712492109,0.05380639693659253
225,0.0378974505640607,0.0435820681486698
240,0.0496625917465828,0.05711198050857022
255,0.0653939478488092,0.07520304002613058
270,0.0616292478409882,0.07087363501713642
285,0.0364578698099076,0.04192655028139375
300,0.0685207543244832,0.07879886747315566
315,0.0580057677495866,0.06670663291202458
330,0.0486806952887614,0.05598279958207561
345,0.0309010845261651,0.03553624720508987
360,0.059025185901495,0.06787896378671925
375,0.0593472628635192,0.06824935229304709
390,0.0566148474650186,0.0651070745847714
405,0.0464075922604067,0.05336873109946771
420,0.0571299722507274,0.06569946808833652
435,0.0222182914570532,0.025551035175611178
450,0.0099126370869878,0.01139953265003597
465,0.0034891305365435,0.004012500117025025
480,0.0095231531357047,0.010951626106060406
495,0.0,0.0
