timestamp,container,power_consumption,pid
2024-09-19 22:06:13,compose-post-service,0.0,3888983
2024-09-19 22:06:28,compose-post-service,0.0,3888983
2024-09-19 22:06:43,compose-post-service,0.0,3888983
2024-09-19 22:06:58,compose-post-service,0.0,3888983
2024-09-19 22:07:13,compose-post-service,0.0,3888983
2024-09-19 22:07:28,compose-post-service,0.0,3888983
2024-09-19 22:07:43,compose-post-service,0.3598775096174006,3888983
2024-09-19 22:07:58,compose-post-service,0.47331673479070724,3888983
2024-09-19 22:08:13,compose-post-service,0.556088029159149,3888983
2024-09-19 22:08:28,compose-post-service,0.5825361836228784,3888983
2024-09-19 22:08:43,compose-post-service,0.6272869231103275,3888983
2024-09-19 22:08:58,compose-post-service,0.503291781911665,3888983
2024-09-19 22:09:13,compose-post-service,0.576682580824115,3888983
2024-09-19 22:09:28,compose-post-service,0.5327576411942144,3888983
2024-09-19 22:09:43,compose-post-service,0.5342916274593223,3888983
2024-09-19 22:09:58,compose-post-service,0.5662552242696157,3888983
2024-09-19 22:10:13,compose-post-service,0.5013101095094314,3888983
2024-09-19 22:10:28,compose-post-service,0.5110938634926825,3888983
2024-09-19 22:10:43,compose-post-service,0.5436092992294875,3888983
2024-09-19 22:10:58,compose-post-service,0.5445753389744782,3888983
2024-09-19 22:11:13,compose-post-service,0.530874146735389,3888983
2024-09-19 22:11:28,compose-post-service,0.4012230694597557,3888983
2024-09-19 22:11:43,compose-post-service,0.4351163290656486,3888983
2024-09-19 22:11:58,compose-post-service,0.76253804144665,3888983
2024-09-19 22:12:13,compose-post-service,0.43673427594408265,3888983
2024-09-19 22:12:28,compose-post-service,0.28288345549398985,3888983
2024-09-19 22:12:43,compose-post-service,0.2734874179061998,3888983
2024-09-19 22:12:58,compose-post-service,0.23451867645420768,3888983
2024-09-19 22:13:13,compose-post-service,0.02993843196201312,3888983
2024-09-19 22:13:28,compose-post-service,0.0,3888983
2024-09-19 22:13:43,compose-post-service,0.0,3888983
2024-09-19 22:13:58,compose-post-service,0.0,3888983
2024-09-19 22:14:13,compose-post-service,0.0,3888983
2024-09-19 22:14:28,compose-post-service,0.0,3888983
