Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,0.9982093569260021
105,0.8931006955121016
120,0.959726563746305
135,0.9629722343474673
150,0.8760667838281517
165,0.9412539412842419
180,0.8590753963037955
195,0.8781985196321973
210,0.9783716094982914
225,1.0624029000148127
240,1.0628630357775926
255,0.9631732422794597
270,0.7570050299751095
285,1.0399401575474496
300,0.9932311717615079
315,0.8923120251138936
330,0.9829258240204845
345,0.9203760507012504
360,0.8914532998966949
375,0.8045263514604611
390,0.9486097523039962
405,0.6550452996480783
420,0.1550785707017963
435,0.02940415418646692
450,0.009622524054137334
465,0.0
480,0.0
495,0.0
