Time (s),CPU Utilization (%)
0,0.20160958558489425
15,0.10423201505081382
30,0.0758128344868387
45,0.10337322649888277
60,0.14068962515833747
75,0.1387211991227208
90,0.14146110350633795
105,0.2220221441252478
120,0.09134362400608236
135,0.15265456255717158
150,0.10355258781280359
165,0.15539918613668333
180,0.1346469975635322
195,0.08682706655467712
210,0.1890514098857616
225,0.14401959233643497
240,0.1635428292565139
255,0.13409833598081322
270,0.14534784835459416
285,0.18436746950149402
300,0.17985004807090418
315,0.19237780966032764
330,0.147340884748256
345,0.12919664702236278
360,0.23899635989475237
375,0.0881397614271757
390,0.19300850979897308
405,0.11821217766540615
420,0.08159841981677289
435,0.095921985779166
450,0.055338619675157914
465,0.03878619041561944
480,0.06941120527733219
495,0.0
