Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,5.0272652667913125
105,4.079256067516035
120,2.0913266926059904
135,0.9443358290546273
150,2.4892613265024703
165,1.7052810040736013
180,0.711740397111883
195,0.5391684058416958
210,2.0432510308475127
225,0.884186608457048
240,1.09288037026956
255,1.797411878374172
270,0.7226121155130746
285,1.4517755249853928
300,1.1746847445119517
315,1.958092764375801
330,0.9647361239373041
345,1.8244397320303642
360,1.3051380700511304
375,1.6579180739507169
390,0.4862489999377942
405,0.9280619598350036
420,0.905368390463414
435,0.7795192134841603
450,0.7135012506495196
465,0.2761429045300381
480,0.48258788509049894
495,0.3187885857956333
510,0.0374745339184485
525,0.0234477204073995
540,0.46264148881668715
555,0.1247227990699456
570,0.5297727641772814
585,0.0
600,0.0
