Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,0.06280485898606283
105,0.07057500389012311
120,0.027404794482172132
135,0.0
150,0.042440956998830666
165,0.016055497656154053
180,0.0
195,0.0
210,0.0
225,0.0
240,0.008092163481071715
255,0.0
270,0.023162924179116206
285,0.018948347470729068
300,0.12553750291933233
315,0.01037727083201986
330,0.0
345,0.01156991610428878
360,0.004627593509421705
375,0.0
390,0.020982512071164854
405,0.019458161056434217
420,0.062287788839398714
435,0.157581031061962
450,0.0
465,0.05317610382315087
480,0.039724872579323646
495,0.0
510,0.0
525,0.0
540,0.0
555,0.0
570,0.0
585,0.0
600,0.0
