Time (s),CPU Utilization (%),power_consumption
0,0.2016095855848942,0.10322410781946584
15,0.1042320150508138,0.05336679170601666
30,0.0758128344868387,0.03881617125726142
45,0.1033732264988827,0.052927091967427946
60,0.1406896251583374,0.07203308808106876
75,0.1387211991227208,0.07102525395083305
90,0.1414611035063379,0.072428084995245
105,0.2220221441252478,0.11367533779212687
120,0.0913436240060823,0.04676793549111414
135,0.1526545625571715,0.07815913602927181
150,0.1035525878128035,0.0530189249601554
165,0.1553991861366833,0.07956438330198184
180,0.1346469975635322,0.0689392627525285
195,0.0868270665546771,0.04445545807599468
210,0.1890514098857616,0.09679432186150995
225,0.1440195923364349,0.07373803127625468
240,0.1635428292565139,0.08373392857933512
255,0.1340983359808132,0.06865834802217635
270,0.1453478483545941,0.07441809835755218
285,0.184367469501494,0.09439614438476493
300,0.1798500480709041,0.0920832246123029
315,0.1923778096603276,0.09849743854608774
330,0.147340884748256,0.07543853299110707
345,0.1291966470223627,0.06614868327544969
360,0.2389963598947523,0.12236613626611317
375,0.0881397614271757,0.045127557850713956
390,0.193008509798973,0.09882035701707417
405,0.1182121776654061,0.060524634964687934
420,0.0815984198167728,0.041778390946187675
435,0.095921985779166,0.04911205671893299
450,0.0553386196751579,0.028333373273680847
465,0.0387861904156194,0.019858529492797133
480,0.0694112052773321,0.03553853710199404
495,0.0,0.0
