timestamp,container,cpu_usage,pid
2025-01-21 18:19:50,social-graph-redis,0.020948555,919422
2025-01-21 18:20:05,social-graph-redis,0.021006859666666666,919422
2025-01-21 18:20:20,social-graph-redis,0.018847553333333333,919422
2025-01-21 18:20:35,social-graph-redis,0.023071649666666666,919422
2025-01-21 18:20:50,social-graph-redis,0.020969658,919422
2025-01-21 18:21:05,social-graph-redis,0.021006818000000003,919422
2025-01-21 18:21:20,social-graph-redis,0.12656540200000002,919422
2025-01-21 18:21:35,social-graph-redis,0.42553399999999997,919422
2025-01-21 18:21:50,social-graph-redis,0.5873487666666666,919422
2025-01-21 18:22:05,social-graph-redis,0.5663763866666667,919422
2025-01-21 18:22:20,social-graph-redis,0.5635040733333334,919422
2025-01-21 18:22:35,social-graph-redis,0.5496406966666667,919422
2025-01-21 18:22:50,social-graph-redis,0.5454492200000001,919422
2025-01-21 18:23:05,social-graph-redis,0.5530134333333333,919422
2025-01-21 18:23:20,social-graph-redis,0.5544314333333333,919422
2025-01-21 18:23:35,social-graph-redis,0.55285471,919422
2025-01-21 18:23:50,social-graph-redis,0.5521624633333333,919422
2025-01-21 18:24:05,social-graph-redis,0.5479894533333334,919422
2025-01-21 18:24:20,social-graph-redis,0.5302073199999999,919422
2025-01-21 18:24:35,social-graph-redis,0.5586660933333334,919422
2025-01-21 18:24:50,social-graph-redis,0.55813558,919422
2025-01-21 18:25:05,social-graph-redis,0.53715505,919422
2025-01-21 18:25:20,social-graph-redis,0.5486005233333333,919422
2025-01-21 18:25:35,social-graph-redis,0.55465831,919422
2025-01-21 18:25:50,social-graph-redis,0.5569762333333333,919422
2025-01-21 18:26:05,social-graph-redis,0.5583282766666666,919422
2025-01-21 18:26:20,social-graph-redis,0.5078018166666667,919422
2025-01-21 18:26:35,social-graph-redis,0.050451620333333336,919422
2025-01-21 18:26:50,social-graph-redis,0.020929359,919422
2025-01-21 18:27:05,social-graph-redis,0.023076394,919422
2025-01-21 18:27:20,social-graph-redis,0.018862799333333333,919422
2025-01-21 18:27:35,social-graph-redis,0.023069705333333333,919422
2025-01-21 18:27:50,social-graph-redis,0.020966754666666667,919422
2025-01-21 18:28:05,social-graph-redis,0.0219967685,919422
