Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,0.06764399353073373
105,0.034185656533135024
120,0.17785953711337868
135,1.4304268173158294
150,0.10977331660190726
165,0.541852850436108
180,0.6631199914017053
195,0.06923154003183793
210,0.7052628839258009
225,0.0
240,0.24511960058756904
255,0.0
270,0.03950787420436856
285,0.024002099662183415
300,0.0
315,0.0
330,0.23355687807640618
345,0.3883073594612375
360,0.14078233799663345
375,0.0
390,0.0
405,0.4476983926980587
420,0.899211884640352
435,0.0783291199088287
450,0.19438000798590588
465,0.021218928075353815
480,0.0
495,0.0
510,0.0
525,0.4353227495791529
540,0.0
555,0.0
570,0.0
585,0.0
600,0.0
