Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,9.505851628067369
105,10.34369681788243
120,10.904061840878542
135,9.461961795805205
150,12.582632653682053
165,10.684225931669456
180,12.052868836340004
195,10.437825335760708
210,11.81682513089479
225,10.018467787767161
240,7.940843394811614
255,11.55749885767462
270,9.731159985172297
285,7.307665397376196
300,6.686196803139356
315,9.731477058211514
330,11.192650922298586
345,8.776442643256786
360,9.717214585217649
375,8.802341243980129
390,7.627261774084285
405,9.932109557685644
420,10.062272315044845
435,8.010848608276923
450,5.310385189963992
465,4.659257255116949
480,3.823674783000849
495,2.6970679893737612
510,3.839362198641527
525,1.4523187176072914
540,2.181432674145132
555,1.8063278614304608
570,1.8476831763572814
585,1.1503144092812163
600,0.0
