Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,13.24045398053746
105,13.570714901107698
120,6.869403827859812
135,9.665440413441706
150,7.6070070154534575
165,7.051856270237933
180,8.631765718735698
195,8.656402258820027
210,8.856338306415294
225,8.349881784048447
240,8.172989791647549
255,8.8250227324731
270,9.360221193747243
285,11.174707771825044
300,8.469964578616096
315,9.440735425335209
330,8.422884273279303
345,8.314425884558553
360,9.106715729703097
375,6.034860200607237
390,5.886995262518913
405,5.464185293430637
420,4.193889395673463
435,4.111250474878687
450,5.119467671432571
465,2.8874961371331533
480,2.190596224479809
495,2.1687980413102297
510,1.2238230706445186
525,1.438017480310841
540,1.460316097515449
555,0.9534780639385071
570,0.9104466777173182
585,0.6745112594312149
600,1.871638777964533
