Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,0.0
105,0.0
120,1.3843183053067512
135,0.0
150,0.0
165,0.0
180,0.46904981770986287
195,0.0
210,0.0
225,3.4803775228081557
240,0.0
255,0.0
270,0.8288880700658415
285,0.0
300,1.8566601440867792
315,0.0
330,0.6876754492449749
345,1.551356385115952
360,0.0
375,0.0
390,0.5216029590972759
405,0.0
420,0.0
435,0.0
450,3.019431281572726
465,0.0
480,0.0
495,0.0
510,0.0
525,0.0
540,0.0
555,0.0
570,0.0
585,0.0
600,0.0
