Time (s),CPU Utilization (%),power_consumption
0,0.0,0.0038
15,0.0,0.0038
30,0.0,0.0038
45,0.0,0.0038
60,0.0,0.0038
75,0.0,0.0038
90,13.24045398053746,6.650004760978544
105,13.570714901107698,6.815783193189823
120,6.869403827859812,3.451979684240167
135,9.665440413441706,4.855483800812026
150,7.6070070154534575,3.8222284554910484
165,7.051856270237933,3.5435638771211737
180,8.631765718735698,4.336618383708009
195,8.656402258820027,4.348984990641819
210,8.856338306415294,4.449345288964834
225,8.349881784048447,4.195123360084527
240,8.172989791647549,4.106330301794987
255,8.8250227324731,4.433626060837662
270,9.360221193747243,4.702275350855754
285,11.174707771825044,5.613078662560843
300,8.469964578616096,4.2554003598112935
315,9.440735425335207,4.742690435572112
330,8.422884273279303,4.231767835583826
345,8.314425884558553,4.177325845864781
360,9.106715729703096,4.5750252411132255
375,6.034860200607237,3.03307049601721
390,5.886995262518913,2.958847915964519
405,5.464185293430637,2.7466133782610296
420,4.193889395673463,2.108973108831043
435,4.111250474878687,2.0674915108710556
450,5.119467671432571,2.5735782312876365
465,2.8874961371331533,1.453213335987632
480,2.190596224479809,1.1033960620323342
495,2.1687980413102297,1.0924542024121657
510,1.2238230706445186,0.6181126761868639
525,1.438017480310841,0.7256301304517905
540,1.460316097515449,0.7368231889410499
555,0.9534780639385072,0.482409755930701
570,0.9104466777173182,0.4608096352403405
585,0.6745112594312149,0.34237902080661153
600,1.871638777964533,0.9432915442646329
