Time (s),CPU Utilization (%)
0,0.0
15,0.058945901894872255
30,0.02053553408129589
45,0.09873729951156945
60,0.04023503875658448
75,0.03844009962091196
90,0.2939558510409569
105,0.2924671141265564
120,0.3754913070832164
135,0.2783956143517863
150,0.25967550529742717
165,0.29531535942092096
180,0.196581923389818
195,0.278730688261045
210,0.25804400227422014
225,0.2941344610647591
240,0.296703681866574
255,0.3397632491174319
270,0.33248349118177245
285,0.1974762117801469
300,0.25671899449979235
315,0.19826239944263385
330,0.20063393929465753
345,0.2603363712969359
360,0.2135920165434053
375,0.3406446814565698
390,0.23608883230468453
405,0.23761747220699247
420,0.2954913644366849
435,0.09750812666315205
450,0.11905904172182379
465,0.21950677750323103
480,0.2606294750987132
495,0.0
