Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,1.348337512876251
105,1.1126884187578296
120,1.2502026273674711
135,0.9785934386900748
150,1.070102072915835
165,1.0855965273726655
180,1.4475831130755472
195,1.3561038200358342
210,1.3521828791074963
225,1.0497190886052117
240,1.1660619230374183
255,1.1917929292726765
270,1.2257571076734657
285,1.3281939705065964
300,0.9706291707432498
315,1.3077696356651054
330,0.9903880626274144
345,0.9259982284994952
360,0.8892255954679126
375,1.1515815718549185
390,1.2507693962655868
405,1.1609183073778346
420,0.07869466464436291
435,0.0
450,0.0
465,0.0
480,0.0
495,0.0
