Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,0.24159176853228498
105,0.23367609292653926
120,0.21628851742693672
135,0.19000517507440814
150,0.2264530427759412
165,0.23494423014083501
180,0.20961930946060292
195,0.21072847120241406
210,0.20666998409998963
225,0.18616966491150713
240,0.20097792608283707
255,0.2152208032057219
270,0.22361707451001603
285,0.23829564796240124
300,0.24602546210662948
315,0.23801347158830785
330,0.2707821625531154
345,0.2166581748598268
360,0.21002979249882384
375,0.24267295428711397
390,0.21315442576773627
405,0.20536420808647163
420,0.16479319348934582
435,0.04469674875884421
450,0.05735542743965876
465,0.0049998443949233395
480,0.0
495,0.0473981133776738
