timestamp,container,power_consumption,pid
2025-01-21 18:19:50,cassandra,0.03559186289674361,2951703
2025-01-21 18:20:05,cassandra,0.040727921121938536,2951703
2025-01-21 18:20:20,cassandra,0.053518717328938786,2951703
2025-01-21 18:20:35,cassandra,0.04483648931974998,2951703
2025-01-21 18:20:50,cassandra,0.03875095800250322,2951703
2025-01-21 18:21:05,cassandra,0.04320304508407469,2951703
2025-01-21 18:21:20,cassandra,0.06361874486895427,2951703
2025-01-21 18:21:35,cassandra,0.08567996615752005,2951703
2025-01-21 18:21:50,cassandra,0.07986251439104801,2951703
2025-01-21 18:22:05,cassandra,0.05652825232246949,2951703
2025-01-21 18:22:20,cassandra,0.07222565545922469,2951703
2025-01-21 18:22:35,cassandra,0.06996267499632741,2951703
2025-01-21 18:22:50,cassandra,0.05358718089688669,2951703
2025-01-21 18:23:05,cassandra,0.055878057423216915,2951703
2025-01-21 18:23:20,cassandra,0.06266722894948915,2951703
2025-01-21 18:23:35,cassandra,0.04592842794066186,2951703
2025-01-21 18:23:50,cassandra,0.06572958127964143,2951703
2025-01-21 18:24:05,cassandra,0.04531663030400818,2951703
2025-01-21 18:24:20,cassandra,0.06893033792765912,2951703
2025-01-21 18:24:35,cassandra,0.04311704295742253,2951703
2025-01-21 18:24:50,cassandra,0.0715930531397926,2951703
2025-01-21 18:25:05,cassandra,0.0581692722893619,2951703
2025-01-21 18:25:20,cassandra,0.05699536639479092,2951703
2025-01-21 18:25:35,cassandra,0.06964643997810513,2951703
2025-01-21 18:25:50,cassandra,0.04577139167259747,2951703
2025-01-21 18:26:05,cassandra,0.06844198547410459,2951703
2025-01-21 18:26:20,cassandra,0.05706756607811684,2951703
2025-01-21 18:26:35,cassandra,0.04805450605569571,2951703
2025-01-21 18:26:50,cassandra,0.04357650836040745,2951703
2025-01-21 18:27:05,cassandra,0.03896732740272032,2951703
2025-01-21 18:27:20,cassandra,0.0402789210251532,2951703
2025-01-21 18:27:35,cassandra,0.048346580540976035,2951703
2025-01-21 18:27:50,cassandra,0.05278426245861426,2951703
2025-01-21 18:28:05,cassandra,0.018929342342878804,2951703
