Time (s),CPU Utilization (%),power_consumption
0,0.0,0.0
15,0.0,0.0
30,0.0,0.0
45,0.0,0.0
60,0.0,0.0
75,0.0,0.0
90,85.36886495158471,96.46681739529072
105,84.8676519988469,95.90044675869699
120,85.52886204000609,96.64761410520688
135,85.3735665057786,96.47213015152981
150,85.31790026100612,96.40922729493691
165,84.82381717320821,95.85091340572528
180,84.98682095850315,96.03510768310855
195,85.16237158394921,96.23347988986261
210,84.81818178490067,95.84454541693776
225,84.88696756022094,95.92227334304965
240,84.57288677778186,95.56736205889351
255,85.40832974177036,96.5114126082005
270,84.14265792383294,95.08120345393122
285,84.63717613138967,95.64000902847033
300,85.61843198789457,96.74882814632086
315,84.89524653639407,95.9316285861253
330,85.53920967844168,96.6593069366391
345,85.0913732217618,96.15325174059083
360,84.75092014241017,95.76853976092349
375,84.12405164279413,95.06017835635737
390,84.93711166870432,95.97893618563589
405,84.84912532501836,95.87951161727075
420,85.374380870121,96.47305038323674
435,1.4677303639780572,1.6585353112952046
450,0.0,0.0
465,0.0,0.0
480,0.0,0.0
495,0.0,0.0
