Time (s),CPU Utilization (%),power_consumption
0,0.0,0.0
15,0.0,0.0
30,0.0,0.0
45,0.0,0.0
60,0.0,0.0
75,0.0,0.0
90,0.141953820822795,0.16040781752975836
105,0.1567641674075967,0.17714350917058427
120,0.1797031524953443,0.20306456231973907
135,0.1504031960275346,0.1699556115111141
150,0.1461682144784763,0.16517008236067823
165,0.1150663363288425,0.13002496005159203
180,0.1340988803482917,0.15153173479356963
195,0.1428161841722822,0.1613822881146789
210,0.1339129299187072,0.15132161080813916
225,0.1422765434419552,0.16077249408940938
240,0.1459215266264543,0.16489132508789336
255,0.1708070455776513,0.19301196150274597
270,0.1252436677277439,0.1415253445323506
285,0.13187360170847,0.1490171699305711
300,0.1240608058013919,0.14018871055557286
315,0.1484465303443146,0.1677445792890755
330,0.1249862792676135,0.14123449557240325
345,0.1249810525727603,0.14122858940721914
360,0.1384688694060185,0.1564698224288009
375,0.1256022700116784,0.14193056511319657
390,0.0890245807418295,0.10059777623826735
405,0.0988079053340484,0.11165293302747469
420,0.0513229696239528,0.05799495567506666
435,0.0537709693576969,0.060761195374197496
450,0.0415043892978574,0.046899959906578866
465,0.0293284991844607,0.033141204078440595
480,0.0395611101762021,0.04470405449910837
495,0.0284938185506624,0.032198014962248514
