Time (s),CPU Utilization (%),power_consumption
0,0.0,0.04
15,0.0,0.04
30,0.0,0.04
45,0.0,0.04
60,0.0,0.04
75,0.0,0.04
90,0.9417407235137284,1.1226251357513821
105,1.644340386665685,1.9303337085108714
120,0.7416932467308308,0.892650556441763
135,0.3078796170107276,0.3939384077155324
150,0.5776943247061374,0.7041173956821755
165,0.5750414028359654,0.7010675967002258
180,1.3250579211676337,1.5632865861743115
195,0.6631625022572121,0.802371612594891
210,0.5267120354178592,0.6455081559163709
225,0.8907256051505886,1.0639781556811168
240,0.7938254648526534,0.9525817543946102
255,0.5995024782409897,0.7291880489858418
270,0.4657917561353316,0.5754742028531772
285,0.3246903140113245,0.41326398498741856
300,0.8392226130843609,1.0047703160017813
315,0.7101094649504297,0.856341840907014
330,0.4714026070017769,0.5819244370092427
345,0.8005692996080331,0.9603344668293948
360,0.535586254409461,0.6557099580691162
375,0.9493450437808229,1.131367062330434
390,0.3788632000468322,0.47554113477383825
405,0.9382165985757543,1.1185738017226872
420,0.3816275220183104,0.4787189993122496
435,0.0806474596394251,0.13271231960148308
450,0.0607287301380628,0.10981374816671699
465,0.1288638806716859,0.1881419172201701
480,0.5704441195918425,0.6957825598827821
495,0.1729148493983328,0.23878291086832337
510,0.3800471510039452,0.47690220479413536
525,0.1447349785939337,0.2063873313915862
540,0.2494097481929942,0.3267214465226661
555,0.0241865927256357,0.06780490699739081
570,0.0698619088209238,0.120313250380534
585,0.1322624638871598,0.1920489284846789
600,0.0,0.04
