Time (s),CPU Utilization (%),power_consumption
0,0.0,0.04
15,0.0,0.04
30,0.0,0.04
45,0.0,0.04
60,0.0,0.04
75,0.0,0.04
90,0.0233933388456469,0.06689298233695568
105,0.0233488243274505,0.0668418084468371
120,0.0191820357403041,0.062051668287053593
135,0.0044942352379189,0.045166572829511566
150,0.0336259142908926,0.07865635106881014
165,0.0049669470594343,0.04571000233952567
180,0.0336888798389751,0.07872873626288578
195,0.0333784292083279,0.07837184221789376
210,0.0337733999278084,0.07882590055700853
225,0.0282124059346025,0.07243298186241903
240,0.0332917392941508,0.07827218349255577
255,0.0143339223417683,0.05647827712409684
270,0.0330697431557695,0.0780169767318726
285,0.0382513842826503,0.08397379137133479
300,0.0237387867704333,0.06729010927129012
315,0.0321242696994237,0.07693006044645748
330,0.0427103259691016,0.0890997907340792
345,0.0273146938672769,0.07140097206982152
360,0.0142992921021826,0.05643846620066912
375,0.0236694448086078,0.06721039375197553
390,0.0367933192031454,0.08229759975593595
405,0.0092215059762264,0.05060104327026987
420,0.0187749471229229,0.06158367921251216
435,0.0096154599533635,0.05105393276238668
450,0.0094759224874382,0.05089352049155896
465,0.0045381080799804,0.04521700904874547
480,0.0,0.04
495,0.005095625164078,0.045857930688624066
510,0.0047299113944951,0.045437506139111565
525,0.0,0.04
540,0.0,0.04
555,0.0,0.04
570,0.0046113896794348,0.04530125357547825
585,0.0043643805865684,0.045017291922319035
600,0.0,0.04
