Time (s),CPU Utilization (%),power_consumption
0,0.0,0.016
15,0.0,0.016
30,0.0,0.016
45,0.0,0.016
60,0.0,0.016
75,0.0,0.016
90,0.0572066648771937,0.0817785115423924
105,0.1143696825608602,0.1475068357957795
120,0.0804429202647935,0.10849648743727015
135,0.0445544661514289,0.067230507359559
150,0.1035435073233652,0.13505846646069825
165,0.0762697861234865,0.10369805087622971
180,0.1014938806466127,0.13270172372270117
195,0.0688099883675546,0.09512047702454898
210,0.0673994369473256,0.09349856857951287
225,0.0817778564998571,0.11003145051779568
240,0.0932153581171813,0.12318274737745975
255,0.0571257888265093,0.08168551702427346
270,0.0582840284521294,0.08301730727539645
285,0.1060217238469263,0.13790801894814975
300,0.1594279904875749,0.19931668058223312
315,0.1024287105173297,0.1337766285012464
330,0.1154790041418861,0.14878237812250628
345,0.0454344295310652,0.06824232445200001
360,0.0349815226411731,0.056223153993726474
375,0.1514923694743761,0.19019198611641663
390,0.045926171522718,0.06880774906368206
405,0.0910180675357429,0.12065621477529861
420,0.0454477003690113,0.06825758379230396
435,0.0114938629464586,0.029216103370355954
450,0.0334708628270113,0.05448613691301067
465,0.0106794964119516,0.028279712154318428
480,0.0,0.016
495,0.0107800392906949,0.028395320378012623
510,0.0224368739783432,0.041798815175258144
525,0.0234477204073995,0.04296112683324424
540,0.0235423434204252,0.043069928158541715
555,0.0110522095631143,0.028708272644051347
570,0.0451839055214437,0.06795426192477683
585,0.0,0.016
600,0.0,0.016
