Running for 570.0 seconds (38 samples at 15.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
12:43:03   1.0   0.0   0.5  98.5   0.0    4  12440   7081  106   75  106  36.63 
12:43:18   1.2   0.0   0.5  98.3   0.0    6  12384   7246  104   75  116  37.04 
12:43:33   1.1   0.0   0.5  98.4   0.0    4  12605   7104  110   76  115  36.54 
12:43:48   1.1   0.0   0.5  98.4   0.0    1  12702   7312  122   82  115  36.68 
12:44:03   1.2   0.0   0.5  98.3   0.0    1  12215   6891  121   80  122  36.59 
12:44:18   5.0   0.0   0.8  94.2   0.0    8  19679  13384  105   75  106  48.11 
12:44:33   6.9   0.0   1.4  91.7   0.0    5  35904  27709   99   60   94  45.14 
12:44:48   4.8   0.0   1.5  93.7   0.0    4  37853  29084  128   78  124  44.14 
12:45:03   4.8   0.0   1.7  93.5   0.0    4  41773  33440  110   78  113  44.30 
12:45:18   4.5   0.0   1.7  93.8   0.0    3  37956  30765  107   75  109  44.46 
12:45:33   3.2   0.0   0.8  96.0   0.0    1  20318  15809  104   73  107  41.67 
12:45:48   2.3   0.0   0.8  96.9   0.0    3  20929  17040  108   76  106  41.26 
12:46:03   3.4   0.0   1.2  95.4   0.0    2  28334  24940  101   71  101  43.57 
12:46:18   3.0   0.0   1.2  95.7   0.0    3  29823  24815  100   72   98  42.98 
12:46:33   2.1   0.0   0.7  97.2   0.0    2  17894  11479   99   71  100  40.22 
12:46:48   1.5   0.0   0.6  97.9   0.0    2  14741   8267  105   75  105  37.53 
12:47:03   2.5   0.0   0.7  96.8   0.0    2  19193  14023   98   72   99  40.54 
12:47:18   2.0   0.0   0.8  97.3   0.0    3  18535  14723   96   71   95  40.91 
12:47:33   2.1   0.0   0.7  97.3   0.0    3  17657  12583   99   70   98  40.38 
12:47:48   1.8   0.0   0.5  97.7   0.0    2  15275   8488  101   71  104  38.29 
12:48:03   2.7   0.0   0.8  96.5   0.0    2  20030  14938   98   71   98  41.61 
12:48:18   2.1   0.0   0.9  96.9   0.0    2  20991  17208   96   71   96  41.39 
12:48:33   3.1   0.0   1.3  95.6   0.0    5  32829  27769   98   71   98  42.94 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
12:48:48   3.4   0.0   1.4  95.2   0.0    3  33469  29055  108   76  105  43.26 
12:49:03   4.0   0.0   1.6  94.4   0.0    4  40932  33600  102   71   97  43.94 
12:49:18   4.0   0.0   1.7  94.2   0.0    5  42498  33709   95   71   95  44.33 
12:49:33   2.4   0.0   1.2  96.4   0.0    2  26166  21325   95   71   96  42.82 
12:49:48   2.4   0.0   1.2  96.4   0.0    1  24751  20140  106   75  107  42.97 
12:50:03   2.5   0.0   1.2  96.2   0.0    2  25046  18624  108   72  105  42.66 
12:50:18   1.4   0.0   0.8  97.8   0.0    2  13121   7775   99   71   99  39.83 
12:50:33   1.1   0.0   0.7  98.2   0.0    2  12604   7037  103   71  101  38.39 
12:50:48   1.0   0.0   0.7  98.3   0.0    2  12395   6871  112   75  112  38.11 
12:51:03   1.0   0.0   0.7  98.2   0.0    1  12442   7019  101   71  104  38.17 
12:51:18   1.1   0.0   0.8  98.1   0.0    1  12709   6936  101   71  105  39.00 
12:51:33   1.2   0.0   0.7  98.1   0.0    2  12526   7017  103   72  102  38.78 
12:51:48   1.1   0.0   0.7  98.2   0.0    2  12325   6672  107   75  105  37.93 
12:52:03   1.2   0.0   0.7  98.2   0.0    2  12433   6989   99   71  105  38.09 
12:52:18   1.1   0.0   0.8  98.1   0.0    1  12408   6951   95   71   97  38.84 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
 Average   2.4   0.0   0.9  96.6   0.0  2.7 21523.3 15837.4 103.9 73.0 104.2  40.79 
 GeoMean   2.1   0.0   0.9  96.6   0.0  2.4 19555.1 13331.3 103.7 72.9 104.0  40.69 
  StdDev   1.4   0.0   0.4   1.7   0.0  1.6 9828.3 9255.1  7.4  3.6  7.3   2.89 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
 Minimum   1.0   0.0   0.5  91.7   0.0  1.0 12215.3 6672.1 95.0 60.0 94.0  36.54 
 Maximum   6.9   0.0   1.7  98.5   0.0  8.0 42498.5 33708.9 128.0 82.0 124.0  48.11 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
Summary:
CPU:  40.79 Watts on average with standard deviation 2.89  
Note: power read from RAPL domains: dram, package-0, dram, package-1.
These readings do not cover all the hardware in this device.
