Running for 570.0 seconds (38 samples at 15.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
12:33:57   0.8   0.0   0.3  99.0   0.0    1   4173   2830  151   39  156  27.07 
12:34:12   1.2   0.0   0.3  98.5   0.0    1   4408   3030  171   41  174  28.94 
12:34:27   0.9   0.0   0.4  98.7   0.0    1   4304   3132  165   43  164  28.37 
12:34:42   0.8   0.0   0.3  98.9   0.0    1   4406   3022  159   38  162  27.57 
12:34:57   0.5   0.0   0.3  99.2   0.0    1   4121   2854  150   39  152  27.14 
12:35:12   1.1   0.0   0.3  98.5   0.0    4   4474   3086  171   43  147  28.25 
12:35:27   8.1   0.0   1.6  90.3   0.0    3  29268  24082  142   30  158  51.99 
12:35:42   7.2   0.0   1.8  91.0   0.0    7  35914  29916  153   37  151  49.93 
12:35:57   3.5   0.0   1.0  95.4   0.0    2  18357  13934  175   40  179  38.35 
12:36:12   2.3   0.0   0.6  97.1   0.0    2   9383   5645  155   39  148  35.52 
12:36:27   3.0   0.0   0.7  96.3   0.0    1   9422   5794  185   41  189  36.97 
12:36:42   3.6   0.0   0.6  95.8   0.0    1   9442   6306  149   37  148  37.81 
12:36:57   3.5   0.0   0.9  95.5   0.0    2  13894  11309  174   40  174  40.21 
12:37:12   3.5   0.0   1.0  95.5   0.0    1  15691  13632  152   39  154  40.60 
12:37:27   3.9   0.0   1.5  94.6   0.0    3  20906  16844  180   40  177  43.48 
12:37:42   4.2   0.0   1.6  94.2   0.0    3  24912  20721  143   37  145  42.02 
12:37:57   6.0   0.0   1.5  92.5   0.0    4  28399  26602  178   41  176  51.97 
12:38:12   5.7   0.0   1.7  92.6   0.0    3  27517  28705  146   39  146  46.89 
12:38:27   5.2   0.0   1.4  93.4   0.0    2  23559  22490  177   40  179  47.28 
12:38:42   2.6   0.0   0.7  96.7   0.0    2  12051  10323  145   38  142  38.85 
12:38:57   3.5   0.0   0.9  95.6   0.0    3  14765  14339  178   40  179  40.53 
12:39:12   4.8   0.0   1.0  94.2   0.0    4  16792  14642  149   39  150  41.69 
12:39:27   3.3   0.0   1.4  95.3   0.0    3  22149  20068  175   40  175  43.78 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
12:39:42   3.4   0.0   1.4  95.2   0.0    1  27493  26054  144   38  143  55.60 
12:39:57   3.2   0.0   1.3  95.5   0.0    3  23726  22186  184   43  184  50.09 
12:40:12   2.7   0.0   0.9  96.3   0.0    2  16144  13833  156   43  153  40.01 
12:40:27   2.7   0.0   1.2  96.1   0.0    4  17729  16344  186   44  185  42.93 
12:40:42   2.3   0.0   0.9  96.8   0.0    1  14639  13743  141   38  141  39.38 
12:40:57   2.1   0.0   0.8  97.1   0.0    1  12677  10959  174   41  175  39.45 
12:41:12   3.7   0.0   1.3  95.0   0.0    2  17888  16991  156   41  152  44.09 
12:41:27   3.7   0.0   1.7  94.6   0.0    1  23872  19492  180   41  181  45.43 
12:41:42   3.9   0.0   1.7  94.4   0.0    2  26711  20386  148   38  153  43.29 
12:41:57   2.7   0.0   1.3  96.1   0.0    7  16305  12333  145   33  137  39.86 
12:42:12   1.2   0.0   0.8  98.0   0.0    1   6844   4744  158   38  168  33.05 
12:42:27   0.5   0.0   0.7  98.8   0.0    1   4404   3122  154   42  152  31.10 
12:42:42   0.8   0.0   0.6  98.6   0.0    1   4550   3119  161   39  161  30.26 
12:42:57   0.8   0.0   0.6  98.6   0.0    1   4340   2989  174   55  161  30.80 
12:43:12   0.6   0.0   0.5  98.8   0.0    1   4487   2967  173   41  182  30.31 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
 Average   3.0   0.0   1.0  96.0   0.0  2.2 15266.2 12962.3 162.0 39.9 161.9  39.23 
 GeoMean   2.4   0.0   0.9  96.0   0.0  1.8 12281.8 9761.4 161.4 39.7 161.3  38.47 
  StdDev   1.8   0.0   0.5   2.2   0.0  1.5 8915.1 8384.4 14.1  3.6 14.8   7.66 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
 Minimum   0.5   0.0   0.3  90.3   0.0  1.0 4121.3 2829.9 141.0 30.0 137.0  27.07 
 Maximum   8.1   0.0   1.8  99.2   0.0  7.0 35913.6 29916.3 186.0 55.0 189.0  55.60 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
Summary:
CPU:  39.23 Watts on average with standard deviation 7.66  
Note: power read from RAPL domains: dram, package-0, dram, package-1.
These readings do not cover all the hardware in this device.
