Running for 570.0 seconds (38 samples at 15.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
12:33:57   1.4   0.0   0.8  97.8   0.0    2  12576   7565  108   78  108  39.93 
12:34:12   1.1   0.0   0.8  98.1   0.0    1  11958   6800  107   75  115  38.47 
12:34:27   1.2   0.0   0.9  97.9   0.0    2  12514   7001  115   79  116  38.96 
12:34:42   1.1   0.0   0.8  98.1   0.0    4  12225   6733  112   77  107  38.72 
12:34:57   1.2   0.0   0.9  97.9   0.0    1  12642   7276  123   86  127  38.85 
12:35:12   1.2   0.0   0.8  97.9   0.0    2  12328   7243  114   78  114  38.92 
12:35:27   5.1   0.0   1.3  93.6   0.0    4  22204  15778  110   77  111  45.93 
12:35:42   5.1   0.0   1.3  93.6   0.0    3  22700  17139  107   76  107  48.14 
12:35:57   3.9   0.0   1.0  95.1   0.0    3  17549  11065  106   77  106  45.56 
12:36:12   3.9   0.0   1.0  95.1   0.0    3  15161   9114  107   75  107  44.62 
12:36:27   4.2   0.0   1.4  94.5   0.0    3  21482  14614  112   76  110  45.65 
12:36:42   4.7   0.0   1.5  93.8   0.0    1  29162  20104  108   76  112  45.64 
12:36:57   6.1   0.0   1.6  92.3   0.0    4  29333  20796  105   77  103  47.95 
12:37:12   3.2   0.0   1.3  95.5   0.0    1  23377  16737  107   76  106  44.44 
12:37:27   2.6   0.0   1.3  96.1   0.0    3  21995  15319  113   77  114  43.32 
12:37:42   2.8   0.0   1.1  96.1   0.0    2  18867  12720  103   75  105  44.03 
12:37:57   2.9   0.0   1.2  95.9   0.0    1  23077  19253  106   78  103  44.44 
12:38:12   3.5   0.0   1.5  95.0   0.0    3  28007  27053  109   76  110  44.66 
12:38:27   3.3   0.0   1.6  95.1   0.0    2  27330  22306  115   78  114  44.98 
12:38:42   3.7   0.0   1.6  94.7   0.0    2  30225  21851  117   77  112  44.80 
12:38:57   4.0   0.0   1.8  94.1   0.0    7  34793  27500  105   75  102  45.78 
12:39:12   3.3   0.0   1.6  95.1   0.0    1  27243  20552  105   75  107  44.90 
12:39:27   2.3   0.0   1.3  96.4   0.0    2  23027  16726  108   74  106  43.75 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
12:39:42   2.2   0.0   1.3  96.5   0.0    2  23872  18217  106   75  109  43.65 
12:39:57   1.9   0.0   1.2  96.8   0.0    1  21348  15674  112   79  109  43.14 
12:40:12   1.5   0.0   1.0  97.6   0.0    1  14475   8020  114   80  113  39.97 
12:40:27   2.3   0.0   1.5  96.1   0.0    2  25712  18693  109   77  111  43.60 
12:40:42   2.9   0.0   1.7  95.4   0.0    1  31282  23449  108   75  106  44.62 
12:40:57   3.9   0.0   1.7  94.4   0.0    2  33925  25244  110   77  110  45.75 
12:41:12   3.9   0.0   1.5  94.6   0.0    1  36381  28584  113   77  111  44.54 
12:41:27   2.9   0.0   1.2  96.0   0.0    2  26826  19546  110   76  113  42.87 
12:41:42   2.1   0.0   0.8  97.0   0.0    3  20581  13949  105   75  105  40.17 
12:41:57   3.0   0.0   1.3  95.7   0.0    2  30047  20880  111   77  113  42.20 
12:42:12   1.5   0.0   0.6  97.9   0.0    3  15301   9551   88   61   88  37.76 
12:42:27   1.2   0.0   0.5  98.3   0.0    2  12955   7365  108   76  107  37.10 
12:42:42   1.1   0.0   0.5  98.4   0.0    1  12474   6936  105   75  104  36.50 
12:42:57   1.0   0.0   0.5  98.5   0.0    1  12467   7314  117   90  110  36.56 
12:43:12   1.1   0.0   0.4  98.4   0.0    1  12204   7220  108   75  116  36.49 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
 Average   2.7   0.0   1.2  96.1   0.0  2.2 21569.1 15312.8 109.1 76.7 109.1  42.56 
 GeoMean   2.4   0.0   1.1  96.1   0.0  1.9 20268.7 13743.8 109.0 76.6 109.0  42.43 
  StdDev   1.3   0.0   0.4   1.6   0.0  1.2 7367.7 6710.3  5.4  3.9  5.8   3.33 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
 Minimum   1.0   0.0   0.4  92.3   0.0  1.0 11958.0 6732.8 88.0 61.0 88.0  36.49 
 Maximum   6.1   0.0   1.8  98.5   0.0  7.0 36381.4 28584.2 123.0 90.0 127.0  48.14 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
Summary:
CPU:  42.56 Watts on average with standard deviation 3.33  
Note: power read from RAPL domains: dram, package-0, dram, package-1.
These readings do not cover all the hardware in this device.
