Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,0.038200350252717195
105,0.05017071138144525
120,0.041955164673658965
135,0.03774436223101271
150,0.04164745469587223
165,0.03506989559911277
180,0.05331965553145234
195,0.07666305776583822
210,0.046788171249210975
225,0.037897450564060714
240,0.049662591746582815
255,0.06539394784880928
270,0.06162924784098824
285,0.036457869809907666
300,0.06852075432448324
315,0.05800576774958668
330,0.0486806952887614
345,0.030901084526165135
360,0.059025185901495074
375,0.059347262863519205
390,0.05661484746501863
405,0.04640759226040673
420,0.05712997225072745
435,0.022218291457053296
450,0.00991263708698781
465,0.0034891305365435175
480,0.00952315313570475
495,0.0
