Time (s),CPU Utilization (%),refined_cpu
0,0.0289959188474297,4.028995918847429
15,0.022970828430074,4.022970828430074
30,0.0314869832918366,8.781486983291837
45,0.023433511698972,5.976932509764895
60,0.0203469013550132,9.455421697283327
75,0.0297588041867242,7.079741870856066
90,24.98002681271633,33.59957495716011
105,24.45895201952478,33.0360372139088
120,21.26535391463124,31.723524959763743
135,24.29820850325155,36.041268871070145
150,24.29486579492964,37.15729942550673
165,22.613911996362535,33.16503626608575
180,27.77578913163573,36.191898372254975
195,24.431205763194484,35.15849251723758
210,22.54052147732723,34.64042917211418
225,25.628821337068977,36.77183337696409
240,19.122896967536303,28.59753167482054
255,22.10288172068331,33.43976982405398
270,23.647587126557763,36.47020426982608
285,24.140278886310107,34.684417846134124
300,22.840561710745792,29.740810380820076
315,23.08334649444592,33.75224415957286
330,23.887704443570712,36.047221271103226
345,22.45380309379466,33.205716710905634
360,24.12912103407265,24.12912103407265
375,22.973980974318913,22.973980974318913
390,24.874083100252633,24.874083100252633
405,21.388184314600256,21.388184314600256
420,9.173230452276506,9.173230452276506
435,4.059095525412154,4.059095525412154
450,1.731741639399086,1.731741639399086
465,1.025069067396984,1.025069067396984
480,0.9238971016191468,0.9238971016191468
495,1.089592208897822,1.089592208897822
