Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,11.619693027562999
105,11.471754813865552
120,10.539694198166313
135,9.834748203924061
150,12.845894754917724
165,12.823069297919035
180,13.521801180639757
195,13.913466388916628
210,12.310227975353278
225,12.362695159399212
240,12.226954334392145
255,12.443804752550086
270,11.99694216919263
285,12.339426098765562
300,12.279727145353492
315,12.609135694387318
330,12.702785572766665
345,11.94823246620485
360,10.767564280762008
375,11.626774897812274
390,12.856400933519128
405,10.468473830785486
420,8.612581086223685
435,3.963260448195028
450,1.6827244834030781
465,0.9693009211642676
480,0.8539688203226891
495,1.089592208897822
