Time (s),CPU Utilization (%)
0,0.005417351234016749
15,0.0
30,0.014124492987717374
45,0.0
60,0.0
75,0.013968257975072788
90,0.045038146763095234
105,0.07385549335481299
120,0.06270143349377398
135,0.06771867340415884
150,0.07218791298556017
165,0.10764103345404083
180,0.05409399104424255
195,0.0666876995639152
210,0.06674818332647907
225,0.046324506913698306
240,0.055741347895463325
255,0.02605305307904682
270,0.045632204068123676
285,0.047216042265331604
300,0.09049794932539805
315,0.04124623030009839
330,0.048532720617077064
345,0.06064612572479929
360,0.07779993551532115
375,0.048929072605051076
390,0.041060991948263285
405,0.07406469373495095
420,0.04688381230680389
435,0.05710141448262831
450,0.0264642395634978
465,0.03600166816467134
480,0.04934482466980441
495,0.0
