Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,0.006107761554797026
105,0.011877847190252791
120,0.01191104743554428
135,0.007993232233230714
150,0.01574235756935148
165,0.011917206325473285
180,0.011859310228712793
195,0.011980544734185987
210,0.013673665078364095
225,0.014048045251079161
240,0.008221491573252335
255,0.008037838210407749
270,0.013869935730548698
285,0.0038734827321874497
300,0.01977237961486631
315,0.006054555146354324
330,0.01378713423185696
345,0.013788004228036093
360,0.013857271876407737
375,0.007864897610738166
390,0.017624424013142813
405,0.013737284898357155
420,0.009865959977444643
435,0.011609490691321544
450,0.010076584133601454
465,0.0059708601439297975
480,0.006007562939981531
495,0.0
