Time (s),CPU Utilization (%)
0,0.01136307052872241
15,0.005257157366799817
30,0.002338113720488945
45,0.011160046720099234
60,0.009588077417937454
75,0.0061333949315864065
90,0.006552677356491991
105,0.012496915662281597
120,0.01007994423725377
135,0.005029982695597732
150,0.01109465583243365
165,0.006376431601510659
180,0.006268666826772818
195,0.003866876437746421
210,0.006038383739655654
225,0.0032969366152673374
240,0.011812826150144149
255,0.016803478591941937
270,0.010158508713298414
285,0.012992282382348796
300,0.007652284012353063
315,0.003871836143300761
330,0.008297523879710307
345,0.007314149169552596
360,0.008749280038588146
375,0.010252774975869293
390,0.015213957113152434
405,0.014210136540703685
420,0.007899772710567772
435,0.004905880586122807
450,0.002563695211921338
465,0.010306487387572004
480,0.005052740550967218
495,0.0
