Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,0.014656735227020193
105,0.017809054796516857
120,0.018072814909584
135,0.026539513131221545
150,0.012517300248899625
165,0.022781603303608157
180,0.021192115427741524
195,0.017289419910394944
210,0.02125907576468881
225,0.012269951712405637
240,0.026395207602822327
255,0.024505864216188555
270,0.026353246671149768
285,0.02792629899373732
300,0.02127676773975911
315,0.023044559536002117
330,0.019502745696855336
345,0.0231042389181154
360,0.014253098892524758
375,0.010580386744027849
390,0.017822845734317704
405,0.010673252415778007
420,0.01772040584704578
435,0.007284215519984336
450,0.00531105740403164
465,0.012346529451544906
480,0.007031662421822728
495,0.0
