Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,97.21060329937197
105,98.15753355986543
120,98.07339440945252
135,99.02827762893847
150,96.6541872687463
165,98.32386326856401
180,98.52011089281329
195,97.01562822940055
210,98.39053274001925
225,97.08344482320274
240,95.88728844080195
255,95.31909483430893
270,95.28745977009793
285,96.96469182316265
300,97.97376964476582
315,98.36520663424436
330,98.11799903139266
345,95.21511390265938
360,95.9213924698239
375,93.13714185431283
390,92.8120858681922
405,91.51906308861817
420,90.70834047008141
435,4.4730820518418195
450,2.8641463843685964
465,2.777405761713974
480,2.660768104973147
495,1.437655400392567
