Running for 570.0 seconds (38 samples at 15.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
12:24:51   0.8   0.0   0.5  98.6   0.0    1   4467   2903  147   39  146  29.17 
12:25:06   0.8   0.0   0.5  98.7   0.0    1   4528   2823  180   42  183  29.03 
12:25:21   0.9   0.0   0.6  98.6   0.0    1   4426   3166  137   38  136  29.54 
12:25:36   0.5   0.0   0.5  99.0   0.0    1   4386   3030  174   40  173  28.39 
12:25:51   0.8   0.0   0.5  98.7   0.0    1   4221   2883  148   39  146  28.82 
12:26:06   6.2   0.0   0.9  92.9   0.0    4  11410   9430  179   41  182  42.02 
12:26:21   7.2   0.0   1.2  91.6   0.0    2  14229  12018  140   37  137  45.78 
12:26:36   3.9   0.0   1.2  95.0   0.0    5  15633  12785  178   41  178  41.37 
12:26:51   4.9   0.0   1.3  93.7   0.0    3  19373  15894  150   39  150  44.99 
12:27:06   4.8   0.0   1.0  94.2   0.0    3  13910  14136  149   34  130  43.15 
12:27:21   4.9   0.0   1.3  93.8   0.0    2  18371  19616  141   34  164  47.53 
12:27:36   4.0   0.0   1.3  94.7   0.0    2  20168  22177  154   39  149  50.79 
12:27:51   3.5   0.0   1.4  95.1   0.0    4  22078  23062  186   41  181  50.30 
12:28:06   3.7   0.0   1.3  94.9   0.0    3  19675  17289  152   41  150  48.87 
12:28:21   5.0   0.0   1.7  93.4   0.0    3  24330  20931  164   38  164  46.93 
12:28:36   4.6   0.0   1.6  93.7   0.0    2  27702  25823  149   40  150  51.70 
12:28:51   5.6   0.0   1.9  92.4   0.0    2  28838  27058  175   41  180  56.12 
12:29:06   3.4   0.0   1.3  95.3   0.0    1  20108  18847  160   40  159  46.99 
12:29:21   3.9   0.0   1.4  94.7   0.0    5  18762  17139  164   38  161  45.64 
12:29:36   3.8   0.0   1.4  94.8   0.0    1  20374  18800  148   39  149  47.89 
12:29:51   3.6   0.0   1.3  95.1   0.0    2  18580  16992  175   40  177  43.68 
12:30:06   2.6   0.0   1.1  96.3   0.0    3  13451  11454  150   42  150  43.06 
12:30:21   2.3   0.0   1.2  96.5   0.0    2  15085  11307  159   38  159  39.67 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
12:30:36   2.8   0.0   1.3  95.9   0.0    2  20074  14808  152   40  148  41.01 
12:30:51   4.0   0.0   1.6  94.4   0.0    1  25628  20671  169   40  173  44.21 
12:31:06   2.7   0.0   1.4  96.0   0.0    1  19212  16644  157   39  157  41.97 
12:31:21   3.5   0.0   1.3  95.1   0.0    1  18262  15208  160   38  159  43.16 
12:31:36   3.5   0.0   1.0  95.6   0.0    1  11517   7127  155   39  158  39.04 
12:31:51   1.0   0.0   0.5  98.5   0.0    1   4758   3345  169   41  164  29.45 
12:32:06   0.5   0.0   0.5  98.9   0.0    1   4209   3001  152   39  153  29.17 
12:32:21   0.9   0.0   0.6  98.5   0.0    1   4490   3529  161   38  159  29.75 
12:32:36   0.8   0.0   0.5  98.7   0.0    1   4249   3009  149   40  150  29.12 
12:32:51   1.1   0.0   0.4  98.5   0.0    1   4322   3012  170   41  169  29.28 
12:33:06   0.8   0.0   0.3  98.9   0.0    1   4099   2778  150   39  151  27.18 
12:33:21   0.6   0.0   0.4  99.0   0.0    1   4497   3084  164   38  170  27.99 
12:33:36   0.8   0.0   0.3  98.9   0.0    1   4340   2994  158   43  161  27.89 
12:33:51   0.8   0.0   0.3  98.9   0.0    1   4396   2983  185   55  179  27.42 
12:34:06   0.8   0.0   0.3  98.9   0.0    1   4065   2771  127   30  132  26.90 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
 Average   2.8   0.0   1.0  96.2   0.0  1.8 13216.4 11434.8 158.9 39.5 158.9  38.82 
 GeoMean   2.1   0.0   0.8  96.2   0.0  1.6 10434.9 8324.2 158.3 39.4 158.2  37.77 
  StdDev   1.9   0.0   0.5   2.3   0.0  1.2 7987.3 7810.5 13.6  3.5 14.1   8.86 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
 Minimum   0.5   0.0   0.3  91.6   0.0  1.0 4064.8 2770.9 127.0 30.0 130.0  26.90 
 Maximum   7.2   0.0   1.9  99.0   0.0  5.0 28838.2 27057.5 186.0 55.0 183.0  56.12 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
Summary:
CPU:  38.82 Watts on average with standard deviation 8.86  
Note: power read from RAPL domains: dram, package-0, dram, package-1.
These readings do not cover all the hardware in this device.
