Time (s),CPU Utilization (%)
0,0.0
15,0.0
30,0.0
45,0.0
60,0.0
75,0.0
90,0.9417407235137284
105,1.644340386665685
120,0.7416932467308308
135,0.30787961701072764
150,0.5776943247061374
165,0.5750414028359654
180,1.3250579211676337
195,0.6631625022572121
210,0.5267120354178592
225,0.8907256051505886
240,0.7938254648526534
255,0.5995024782409897
270,0.4657917561353316
285,0.3246903140113245
300,0.8392226130843609
315,0.7101094649504297
330,0.4714026070017769
345,0.8005692996080331
360,0.535586254409461
375,0.9493450437808229
390,0.3788632000468322
405,0.9382165985757543
420,0.3816275220183104
435,0.08064745963942513
450,0.06072873013806282
465,0.1288638806716859
480,0.5704441195918425
495,0.17291484939833282
510,0.3800471510039452
525,0.1447349785939337
540,0.24940974819299425
555,0.024186592725635735
570,0.06986190882092386
585,0.13226246388715984
600,0.0
