Time (s),CPU Utilization (%),refined_cpu
0,0.0,1.9
15,0.0,1.9
30,0.0,1.9
45,0.0,1.9
60,0.0,1.9
75,0.0,0.8395415526293052
90,1.217269142016404,2.135177452542265
105,1.9158439962572984,2.849425658362471
120,0.9559908520182157,5.290441772649155
135,0.5894944425194212,5.737807787353382
150,0.8079362834264242,5.587598952393217
165,1.0207599590981329,6.164098308865679
180,1.594226963925078,4.8580642196505845
195,0.9205581294931008,5.1812371898890435
210,0.725573278314,1.9984817110741546
225,1.1980040325729169,5.693041818144107
240,1.1079944317258976,5.021856456901977
255,0.8072969509155642,6.09006935595078
270,0.8596204487321027,6.356375102683303
285,0.6311890503861994,5.8574319622733615
300,1.0791188073948463,4.559389395171456
315,0.9915496672285692,3.9139022404422423
330,0.7539763212201119,6.255154419294725
345,1.0859694412516043,6.313686001365154
360,0.8391605275805566,7.509703839603267
375,1.1883093004360492,4.431438302906214
390,0.5518693944494127,1.6703367840271786
405,1.0620061295468244,1.0620061295468244
420,0.6529346809300063,0.6529346809300063
435,0.1584656964377178,0.1584656964377178
450,0.1477726526988902,0.1477726526988902
465,0.2027926360461767,0.2027926360461767
480,0.6507151140081219,0.6507151140081219
495,0.2280992318162653,0.2280992318162653
510,0.4384478923965088,0.4384478923965088
525,0.1890253055629739,0.1890253055629739
540,0.3333078498102452,0.3333078498102452
555,0.0549509933523888,0.0549509933523888
570,0.1218486844439403,0.1218486844439403
585,0.1649315554473683,0.1649315554473683
600,0.0,0.0
