Time (s),CPU Utilization (%),power_consumption
0,0.0,0.0005
15,0.0,0.0005
30,0.0,0.0005
45,0.0,0.0005
60,0.0,0.0005
75,0.0,0.0005
90,0.0186456687855556,0.022054299887758345
105,0.004101124516097,0.00524087943498555
120,0.0206311576898724,0.024349515133704043
135,0.0024616461308874,0.00334565061907518
150,0.0094038988618314,0.011370860064782789
165,0.008823513745548,0.010699937772284758
180,0.0188810027394324,0.02232634476177016
195,0.0123464663271892,0.014772453341899078
210,0.0060013061400985,0.007437479891423165
225,0.0097460502420318,0.01176638534953755
240,0.0108546439164583,0.013047914094206213
255,0.0036463784021149,0.004715195200952814
270,0.0,0.0005
285,0.0033952890233861,0.004424937134589215
300,0.0125716476951102,0.015032761877308917
315,0.0073645520429355,0.009013385338873223
330,0.0099549244386041,0.012007842876404145
345,0.0031459128691841,0.004136659547212474
360,0.012475209946519,0.01492128032212623
375,0.003403879124436,0.004434867248452393
390,0.0097972501141135,0.011825572145664636
405,0.0069988708695319,0.00859065973082453
420,0.0028154580781215,0.003754655461018063
435,0.0057385633870999,0.007133750582670548
450,0.0027596304986508,0.003690119058287831
465,0.0,0.0005
480,0.0,0.0005
495,0.0,0.0005
