Time (s),CPU Utilization (%),power_consumption
0,0.0,0.0005
15,0.0,0.0005
30,0.0,0.0005
45,0.0,0.0005
60,0.0,0.0005
75,0.0,0.0005
90,0.0054434883684103,0.006792645336440466
105,0.0090697874716974,0.010984628968344835
120,0.0108552738852072,0.013048642334930097
135,0.0054918177732007,0.006848513886731142
150,0.0127106942389492,0.015193498986754081
165,0.0073547632593839,0.00900206955403149
180,0.005480976132482,0.006835981004268528
195,0.0146288445305458,0.017410871133088292
210,0.0183604425699794,0.021724579808683336
225,0.0054322083771615,0.006779605722956807
240,0.0126458422324858,0.015118530391542422
255,0.0163623138325949,0.01941475297891054
270,0.0035644584610386,0.004620496158668316
285,0.0054834320429775,0.006838820024521774
300,0.0035574385818078,0.004612381213376907
315,0.0055076172437789,0.00686677799572219
330,0.0036187544384153,0.004683262037035894
345,0.0182995384875136,0.021654174993873284
360,0.0018663122461344,0.002657447624970136
375,0.0017788606620349,0.0025563540310090337
390,0.0054441354992116,0.006793393416411114
405,0.0054886949453194,0.0068449039133145
420,0.0107256371656266,0.01289878293527852
435,0.0091095658195893,0.011030612539616132
450,0.0072919138065211,0.008929415900769358
465,0.003628491936086,0.004694518535655735
480,0.0072746467790267,0.00890945530332097
495,0.0279174433222604,0.03277242489331641
