Time (s),CPU Utilization (%)
0,0.02201815183487
15,0.0333926173805018
30,0.00625
45,0.0173829252384556
60,0.0322054507319775
75,0.0244971806130275
90,4.525024886617706
105,3.8422916572064953
120,3.905766773352432
135,4.698579196368056
150,3.9011649309648577
165,4.2390367018610045
180,4.365090004591456
195,3.7028266486933594
210,5.142510675343606
225,3.5823752971687384
240,4.080887819640131
255,3.1020082879284696
270,3.3404115470586317
285,4.294505884013314
300,4.968965042706317
315,4.0526306402293955
330,4.7210331230644424
345,4.362060819864854
360,3.611753263279666
375,3.7972152735099467
390,2.816049459458658
405,1.604590139527635
420,0.7676873089243395
435,0.34212036308082694
450,0.18958021468141442
465,0.0542891774497525
480,0.0506058459739842
495,0.0
