Time (s),CPU Utilization (%),power_consumption
0,0.0,0.0
15,0.0,0.0
30,0.0,0.0
45,0.0,0.0
60,0.0,0.0
75,0.0,0.0
90,0.1199940240721096,0.06143694032492012
105,0.056518611860197,0.028937529272420867
120,0.0596292060401198,0.030530153492541342
135,0.0623173485265436,0.03190648244559032
150,0.0324932297883107,0.01663653365161508
165,0.0297114294689584,0.015212251888106702
180,0.0806831694979729,0.04130978278296213
195,0.1474236621947117,0.07548091504369239
210,0.1394422019744672,0.0713944074109272
225,0.0559294460662581,0.028635876385924148
240,0.1529366656854381,0.0783035728309443
255,0.0645967019659039,0.0330735114065428
270,0.0930488274767664,0.0476409996681044
285,0.0,0.0
300,0.1184208778616381,0.06063148946515871
315,0.1196640867243199,0.06126801240285179
330,0.0325712459158573,0.01667647790891894
345,0.10925611904346,0.055939132950251526
360,0.0610256986365003,0.031245157701888154
375,0.0641969429001474,0.03286883476487547
390,0.091743048776822,0.04697244097373287
405,0.0284130775259353,0.014547495693278876
420,0.0,0.0
435,0.0,0.0
450,0.0,0.0
465,0.0,0.0
480,0.0,0.0
495,0.0,0.0
